Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
2017/1/31,61068,IL,Rochelle,Ogle,Rochelle,7270,1210,-0.007383101,-0.042721519,-0.06128782,4435
2017/1/31,77801,TX,College Station,Brazos,Bryan,7271,1138,0.000879507,0.012455516,0.073584906,2977
2017/1/31,25411,WV,,Morgan,Berkeley Springs,7272,1149,0.001743679,0.007894737,-0.000869565,3484
2017/1/31,30276,GA,Atlanta,Coweta,Senoia,7273,1408,0.007874016,0.018076645,0.051530993,6420
2017/1/31,31023,GA,,Dodge,Eastman,7274,954,-0.004175365,-0.00625,-0.00104712,2662
2017/1/31,1118,MA,Springfield,Hampden,Springfield,7275,1444,0.003474635,0.014757554,0.016185785,5121
2017/1/31,72936,AR,Fort Smith,Sebastian,Greenwood,7276,954,0,-0.005213764,0.019230769,4238
2017/1/31,33167,FL,Miami-Fort Lauderdale,Miami-Dade,Westview,7277,1715,0.007046389,0.004686585,0.055384615,4559
2017/1/31,23838,VA,Richmond,Chesterfield,Chesterfield,7278,1782,0.000561482,-0.000560852,-0.006134969,7108
2017/1/31,1520,MA,Worcester,Worcester,Holden,7279,1810,0.010608599,0.014573991,0.023176936,5547
2017/1/31,31501,GA,Waycross,Ware,Waycross,7280,849,0,0.003546099,0.020432692,3849
2017/1/31,85658,AZ,Tucson,Pima,Marana,7281,1494,0.004032258,0.009459459,0.061833689,5349
2017/1/31,14201,NY,Buffalo,Erie,Buffalo,7282,1012,-0.024108004,-0.035271687,0.013013013,1838
2017/1/31,11780,NY,New York,Suffolk,Saint James,7283,3093,-0.006105398,-0.038545228,0.034448161,5487
2017/1/31,59501,MT,,Hill,Havre,7284,1046,0.019493177,0.029527559,0.091858038,3239
2017/1/31,12839,NY,Glens Falls,Washington,Hudson Falls,7285,1534,-0.005188067,-0.008403361,0.015221707,3802
2017/1/31,94505,CA,San Francisco,Contra Costa,Discovery Bay,7286,2535,0.000394633,0.001580403,0.019300362,5728
2017/1/31,17067,PA,Lebanon,Lebanon,Jackson Township,7287,1062,0.02213667,0.044247788,0.018216683,4213
2017/1/31,62034,IL,St. Louis,Madison,Glen Carbon,7288,1351,0.002225519,0.013503376,0.033664881,4822
2017/1/31,81003,CO,Pueblo,Pueblo,Pueblo,7289,822,-0.004842615,-0.001215067,0.059278351,4666
2017/1/31,26105,WV,Parkersburg,Wood,Vienna,7290,1005,0.002994012,0.011066398,0.003996004,4875
2017/1/31,21210,MD,Baltimore,Baltimore City,Baltimore,7291,2037,0.003448276,-0.006825939,-0.029537875,4269
2017/1/31,20012,DC,Washington,District of Columbia,Washington,7292,2876,0.001741553,0.037143887,0.018774354,4306
2017/1/31,62948,IL,Carbondale,Williamson,Herrin,7293,783,0.012936611,0.01953125,-0.153513514,5231
2017/1/31,72114,AR,Little Rock,Pulaski,North Little Rock,7294,650,-0.004594181,-0.003067485,-0.01065449,4129
2017/1/31,19806,DE,Philadelphia,New Castle,Wilmington,7295,1507,-0.003306878,0.001328904,0.000664011,5174
2017/1/31,20186,VA,Washington,Fauquier,Warrenton,7296,1765,0.006845408,0.016119747,-0.008426966,5295
2017/1/31,94556,CA,San Francisco,Contra Costa,Moraga,7297,4584,-0.006501951,-0.015040825,0.012814848,5645
2017/1/31,32653,FL,Gainesville,Alachua,Gainesville,7298,1324,0.00761035,0.031152648,0.033567525,5188
2017/1/31,14513,NY,Rochester,Wayne,Newark,7299,1250,-0.007148531,-0.000799361,-0.007936508,3884
2017/1/31,6416,CT,Hartford,Middlesex,Cromwell,7300,1540,0.005221932,0.009836066,0.013824885,6092
2017/1/31,28016,NC,Charlotte,Gaston,Bessemer City,7301,893,0,0.004499438,0.085054678,4425
2017/1/31,22026,VA,Washington,Prince William,Dumfries,7302,1746,-0.00057241,0.001146789,-0.002855511,4149
2017/1/31,48130,MI,Ann Arbor,Washtenaw,Dexter,7303,1862,0.003232759,0.013609145,0.033296337,6677
2017/1/31,11362,NY,New York,Queens,New York,7304,2244,0.003577818,0.008086253,-0.025195482,7337
2017/1/31,1532,MA,Worcester,Worcester,Town of Northborough,7305,2334,0.000428633,0.000857633,0.033658105,5136
2017/1/31,45233,OH,Cincinnati,Hamilton,Cincinnati,7306,1438,-0.006219765,0.016254417,0.032304379,5434
2017/1/31,29061,SC,Columbia,Richland,Hopkins,7307,1043,-0.003820439,-0.010436433,-0.011374408,4237
2017/1/31,6413,CT,Hartford,Middlesex,Clinton,7308,1551,-0.012730745,-0.026365348,-0.037243948,6043
2017/1/31,25313,WV,Charleston,Kanawha,Cross Lanes,7309,910,-0.005464481,-0.010869565,-0.123314066,5245
2017/1/31,95954,CA,Chico,Butte,Magalia,7310,1182,0.002544529,0.01025641,0.058191585,3317
2017/1/31,71302,LA,Alexandria,Rapides,Alexandria,7311,790,0.015424165,0.069012179,0.074829932,3426
2017/1/31,27932,NC,,Chowan,Edenton,7312,1060,0.002838221,0.003787879,-0.052725648,3731
2017/1/31,40444,KY,,Garrard,Lancaster,7313,916,-0.006507592,-0.007583965,-0.028632025,4223
2017/1/31,60463,IL,Chicago,Cook,Palos Heights,7314,1862,0,0.001075269,-0.007991476,6079
2017/1/31,93268,CA,Bakersfield,Kern,Taft,7315,913,0.003296703,-0.00436205,-0.095143707,4786
2017/1/31,27574,NC,Durham,Person,Roxboro,7316,1004,-0.002979146,-0.007905138,-0.033686237,2952
2017/1/31,97365,OR,Newport,Lincoln,Newport,7317,1383,0.014673514,0.016164585,0.033632287,3736
2017/1/31,34432,FL,Ocala,Marion,Dunnellon,7318,1085,0.00462963,0,-0.032114184,4668
2017/1/31,97386,OR,Albany,Linn,Sweet Home,7319,1072,0.011320755,0.033751205,0.065606362,3826
2017/1/31,91436,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,7320,5953,0.012070724,0.022676516,0.067037103,5392
2017/1/31,23663,VA,Virginia Beach,Hampton City,Hampton,7321,1002,-0.005952381,-0.022439024,-0.038387716,4997
2017/1/31,15057,PA,Pittsburgh,Washington,Mc Donald,7322,1396,-0.002144389,-0.009929078,-0.063715627,5520
2017/1/31,78701,TX,Austin,Travis,Austin,7323,2242,-0.002669039,-0.014938489,-0.057983193,3716
2017/1/31,7940,NJ,New York,Morris,Madison,7324,3004,0.004682274,0.013495277,-0.008253549,4581
2017/1/31,16686,PA,Altoona,Blair,Tyrone Township,7325,1047,-0.004752852,-0.014124294,0.162042175,3249
2017/1/31,77059,TX,Houston,Harris,Houston,7326,2195,0,-0.008581752,-0.059554413,5894
2017/1/31,79403,TX,Lubbock,Lubbock,Lubbock,7327,869,-0.003440367,-0.013620885,0.027186761,4446
2017/1/31,94709,CA,San Francisco,Alameda,Berkeley,7328,3214,0.003747658,-0.003410853,-0.043452381,2280
2017/1/31,7514,NJ,New York,Passaic,Paterson,7329,1488,-0.001342282,0.008130081,-0.013916501,2632
2017/1/31,30103,GA,Atlanta,Bartow,Adairsville,7330,973,0.005165289,-0.005112474,0.0093361,5828
2017/1/31,93923,CA,Salinas,Monterey,Carmel,7331,3923,0.008224107,0.007706139,0.126975007,7147
2017/1/31,75773,TX,,Wood,Mineola,7332,1264,-0.002367798,-0.00394011,0.006369427,2233
2017/1/31,7481,NJ,New York,Bergen,Wyckoff,7333,3166,0.013768812,0.017679203,-0.018903006,5673
2017/1/31,99344,WA,Othello,Adams,Othello,7334,1175,-0.004237288,-0.004237288,0.023519164,2640
2017/1/31,95814,CA,Sacramento,Sacramento,Sacramento,7335,1483,0.001350439,-0.001346801,0.079330422,1172
2017/1/31,87104,NM,Albuquerque,Bernalillo,Albuquerque,7336,1192,-0.001675042,-0.00251046,-0.010788382,4768
2017/1/31,95010,CA,Santa Cruz,Santa Cruz,Capitola,7337,2849,0.002463054,0.00921006,0.064251027,3526
2017/1/31,68108,NE,Omaha,Douglas,Omaha,7338,986,0.00203252,0.011282051,0.020703934,8415
2017/1/31,19518,PA,Reading,Berks,Amity Township,7339,1665,0.008479709,0.007869249,0.047828823,4900
2017/1/31,95066,CA,Santa Cruz,Santa Cruz,Scotts Valley,7340,3350,-0.008582421,-0.010047281,0.043288695,3836
2017/1/31,96749,HI,Hilo,Hawaii,Keaau,7341,1418,0.006387509,0.010691376,0.146321746,3676
2017/1/31,35115,AL,Birmingham,Shelby,Montevallo,7342,1051,0.002862595,0.017424976,-0.048007246,3705
2017/1/31,44875,OH,Mansfield,Richland,Shelby,7343,786,0.016817594,0.020779221,0.072305593,4723
2017/1/31,22553,VA,Washington,Spotsylvania,Spotsylvania,7344,1227,0.008216927,0.015728477,0.009046053,13419
2017/1/31,53404,WI,Racine,Racine,Racine,7345,949,-0.002103049,-0.008359457,-0.106403013,4168
2017/1/31,77474,TX,Houston,Austin,Sealy,7346,1518,-0.007194245,-0.013003901,-0.042875158,2982
2017/1/31,16503,PA,Erie,Erie,Erie,7347,726,-0.002747253,0.028328612,-0.008196721,4149
2017/1/31,23509,VA,Virginia Beach,Norfolk City,Norfolk,7348,1203,0.0025,0.005852843,0,4775
2017/1/31,79412,TX,Lubbock,Lubbock,Lubbock,7349,921,-0.001084599,-0.010741139,0.022197558,4455
2017/1/31,36567,AL,Daphne,Baldwin,Robertsdale,7350,1150,0.00174216,-0.00862069,-0.010327022,3082
2017/1/31,7733,NJ,New York,Monmouth,Holmdel,7351,3258,-0.005494505,0.003078818,-0.053182214,5903
2017/1/31,33843,FL,Lakeland,Polk,Frostproof,7352,891,0.013651877,0.030057803,-0.038834951,2320
2017/1/31,34972,FL,Okeechobee,Okeechobee,Okeechobee,7353,1207,-0.000827815,0.004995837,0.054148472,3566
2017/1/31,8062,NJ,Philadelphia,Gloucester,Harrison Township,7354,2581,-0.001160991,-0.00577812,0.034054487,5319
2017/1/31,55130,MN,Minneapolis-St Paul,Ramsey,Saint Paul,7355,1303,0.000768049,0.014797508,0.03990423,3000
2017/1/31,48017,MI,Detroit,Oakland,Clawson,7356,1396,0.003594536,0.019722425,0.068094874,4852
2017/1/31,32615,FL,Gainesville,Alachua,Alachua,7357,1309,0.008474576,0.024256651,0.037242472,4514
2017/1/31,20194,VA,Washington,Fairfax,Reston,7358,2523,-0.001977848,-0.011363636,0.002782194,4890
2017/1/31,70538,LA,Morgan City,Saint Mary,Franklin,7359,1061,-0.046720575,-0.10464135,-0.215816704,2503
2017/1/31,13215,NY,Syracuse,Onondaga,Onondaga,7360,1717,-0.005214368,-0.012650949,-0.006365741,4574
2017/1/31,14901,NY,Elmira,Chemung,Town of Elmira,7361,826,-0.014319809,-0.022485207,-0.111827957,3886
2017/1/31,53959,WI,Baraboo,Sauk,Reedsburg,7362,1133,0.00890472,0.038496792,0.080076263,4546
2017/1/31,75244,TX,Dallas-Fort Worth,Dallas,Dallas,7363,2686,-0.006656805,-0.014311927,0.03109405,3548
2017/1/31,72921,AR,Fort Smith,Crawford,Alma,7364,1076,-0.008294931,-0.003703704,0.078156313,3419
2017/1/31,33896,FL,Orlando,Osceola,Citrus Ridge,7365,1375,0.005116959,0.016260163,0.025354213,6393
2017/1/31,6117,CT,Hartford,Hartford,West Hartford,7366,2239,-0.008414526,-0.024825784,-0.028633406,5534
2017/1/31,11411,NY,New York,Queens,New York,7367,2274,0.002645503,0.035519126,0.054730983,5891
2017/1/31,73122,OK,Oklahoma City,Oklahoma,Warr Acres,7368,993,-0.00201005,0.005060729,-0.042430087,4217
2017/1/31,44119,OH,Cleveland,Cuyahoga,Cleveland,7369,897,-0.002224694,-0.007743363,-0.03236246,4858
2017/1/31,7044,NJ,New York,Essex,Verona,7370,2174,-0.018953069,-0.060095115,-0.042712461,5067
2017/1/31,78645,TX,Austin,Travis,Lago Vista,7371,1684,0.002977963,0.00477327,0.023708207,6354
2017/1/31,43125,OH,Columbus,Franklin,Groveport,7372,1245,-0.001603849,0.002415459,0.026380874,4482
2017/1/31,62294,IL,St. Louis,Madison,Troy,7373,1329,0.003018868,0.012185834,0.03828125,4840
2017/1/31,99218,WA,Spokane,Spokane,Fairwood,7374,1383,0.014673514,0.035955056,0.086410055,3905
2017/1/31,1095,MA,Springfield,Hampden,Town of Wilbraham,7375,1869,-0.002135611,-0.041046691,-0.059386009,5241
2017/1/31,79549,TX,Snyder,Scurry,Snyder,7376,994,0.002016129,0.010162602,0.022633745,4633
2017/1/31,76266,TX,Dallas-Fort Worth,Denton,Sanger,7377,1517,0.001320132,0.015394913,0.054204309,3934
2017/1/31,34715,FL,Orlando,Lake,Clermont,7378,1367,0.004408523,0.007369197,0.039543726,5318
2017/1/31,70452,LA,New Orleans,Saint Tammany,Pearl River,7379,1313,-0.012781955,-0.012781955,-0.019417476,4490
2017/1/31,97141,OR,,Tillamook,Tillamook,7380,1419,-0.000704225,0.014295926,0.065315315,4152
2017/1/31,6461,CT,New Haven,New Haven,Milford,7381,1900,0.001581444,-0.002624672,0.008492569,6132
2017/1/31,15061,PA,Pittsburgh,Beaver,Center Township,7382,1003,-0.006930693,-0.037428023,-0.086520947,4287
2017/1/31,23093,VA,,Louisa,Louisa,7383,1281,-0.003888025,-0.002336449,-0.005434783,4751
2017/1/31,78219,TX,San Antonio,Bexar,Kirby,7384,1026,-0.00097371,0.01183432,0.037411527,4049
2017/1/31,29369,SC,Spartanburg,Spartanburg,Moore,7385,1291,-0.002318393,-0.010727969,0.042810985,5246
2017/1/31,2632,MA,Cape Cod,Barnstable,Barnstable,7386,1879,0.004275788,0.016224986,0.054433221,6122
2017/1/31,48855,MI,Detroit,Livingston,Howell,7387,1519,0.00462963,0.016053512,0.010645376,6470
2017/1/31,6519,CT,New Haven,New Haven,New Haven,7388,1275,0.000784929,0.016746411,0.022453889,2538
2017/1/31,38139,TN,Memphis,Shelby,Germantown,7389,2704,0.00222387,0.005952381,0.039200615,5928
2017/1/31,75057,TX,Dallas-Fort Worth,Denton,Lewisville,7390,1478,-0.001351351,0.001355014,0.04822695,2069
2017/1/31,34488,FL,Ocala,Marion,Silver Springs,7391,938,0.002136752,0.002136752,-0.00212766,1790
2017/1/31,97138,OR,Astoria,Clatsop,Seaside,7392,1534,0.008547009,0.026086957,0.066759388,5505
2017/1/31,25504,WV,Huntington,Cabell,Barboursville,7393,1015,0.000986193,-0.028708134,0.002964427,3997
2017/1/31,93263,CA,Bakersfield,Kern,Shafter,7394,1169,0.000856164,-0.001707942,-0.020117351,3955
2017/1/31,37854,TN,Knoxville,Roane,Rockwood,7395,855,-0.019495413,-0.038245219,0.033857316,4454
2017/1/31,44718,OH,Canton,Stark,Canton,7396,1624,0.006195787,-0.009756098,-0.02754491,4354
2017/1/31,78248,TX,San Antonio,Bexar,San Antonio,7397,2259,-0.003968254,-0.012674825,-0.016971279,5014
2017/1/31,35645,AL,Florence,Lauderdale,Killen,7398,849,0.015550239,-0.042841037,-0.190657769,5075
2017/1/31,76707,TX,Waco,McLennan,Waco,7399,826,0.014742015,0.041614124,0.083989501,5070
2017/1/31,60433,IL,Chicago,Will,Joliet,7400,1268,-0.010920437,-0.02835249,-0.008600469,6517
2017/1/31,21620,MD,,Kent,Chestertown,7401,1487,-0.001343183,-0.006680027,-0.000672043,6741
2017/1/31,28697,NC,North Wilkesboro,Wilkes,Wilkesboro,7402,1115,-0.000896057,0,0,3454
2017/1/31,36272,AL,Anniston,Calhoun,Piedmont,7403,762,0.00660502,0.021447721,0.005277045,4383
2017/1/31,41230,KY,,Lawrence,Louisa,7404,903,-0.002209945,-0.007692308,-0.038338658,1966
2017/1/31,48381,MI,Detroit,Oakland,Milford Township,7405,1945,0.007772021,0.020997375,-0.033300199,5057
2017/1/31,74467,OK,Tulsa,Wagoner,Wagoner,7406,957,-0.021472393,-0.043,0.036836403,5061
2017/1/31,98321,WA,Seattle,Pierce,Buckley,7407,1697,0.004142012,0.007121662,0.030358227,4502
2017/1/31,14301,NY,Buffalo,Niagara,Niagara Falls,7408,674,-0.00295858,0.032159265,0.012012012,4115
2017/1/31,63025,MO,St. Louis,Saint Louis,Eureka,7409,1599,-0.004358655,0.007561437,0.02829582,5940
2017/1/31,28551,NC,Kinston,Lenoir,La Grange,7410,922,-0.006465517,-0.011789925,-0.005393743,1785
2017/1/31,72227,AR,Little Rock,Pulaski,Little Rock,7411,1316,-0.011269722,-0.018642804,-0.023014105,3969
2017/1/31,20619,MD,California-Lexington Park,Saint Marys,California,7412,1604,0.005012531,0.017121116,0.03483871,5294
2017/1/31,19968,DE,Salisbury,Sussex,Milton,7413,1420,-0.006993007,-0.010452962,-0.016620499,4879
2017/1/31,43608,OH,Toledo,Lucas,Toledo,7414,647,0,-0.00154321,0.028616852,6838
2017/1/31,53717,WI,Madison,Dane,Madison,7415,1850,-0.001618996,0,0.005434783,3650
2017/1/31,18643,PA,Scranton,Luzerne,Exeter Township,7416,1066,0.011385199,0.059642147,0.112734864,4485
2017/1/31,19975,DE,Salisbury,Sussex,Selbyville,7417,1445,-0.019008826,-0.037308461,-0.0243079,4439
2017/1/31,73644,OK,Elk City,Beckham,Elk City,7418,950,-0.014522822,-0.035532995,-0.110486891,4537
2017/1/31,37777,TN,Knoxville,Blount,Louisville,7419,1167,-0.002564103,-0.000856164,-0.013524937,5781
2017/1/31,1864,MA,Boston,Middlesex,North Reading,7420,2516,0.003990423,0.0064,0.031570316,5213
2017/1/31,10470,NY,New York,Bronx,New York,7421,1748,-0.002283105,-0.016872891,-0.056664868,2618
2017/1/31,11426,NY,New York,Queens,New York,7422,2314,-0.002586207,0.008718396,0.003034244,5605
2017/1/31,53074,WI,Milwaukee,Ozaukee,Town of Port Washington,7423,1308,-0.007587253,-0.011337868,0.080991736,4467
2017/1/31,75762,TX,Tyler,Smith,Tyler,7424,1356,-0.005865103,-0.011661808,-0.004405286,4430
2017/1/31,32669,FL,Gainesville,Alachua,Newberry,7425,1385,0.002896452,0.004350979,0.032041729,4278
2017/1/31,52003,IA,Dubuque,Dubuque,Dubuque,7426,1183,-0.00336984,-0.016625104,-0.047504026,5171
2017/1/31,48189,MI,Ann Arbor,Washtenaw,Whitmore Lake,7427,1565,0.007078507,0.016233766,-0.003819223,4904
2017/1/31,67002,KS,Wichita,Butler,Andover,7428,1428,-0.002096436,0.007762879,-0.062992126,3845
2017/1/31,43205,OH,Columbus,Franklin,Columbus,7429,849,0.004733728,0.014336918,0.045566502,4467
2017/1/31,47601,IN,Evansville,Warrick,Boonville,7430,1014,-0.001968504,0.019095477,-0.010731707,5803
2017/1/31,55107,MN,Minneapolis-St Paul,Ramsey,Saint Paul,7431,1333,-0.004480956,0.004521477,0.02617398,3842
2017/1/31,98660,WA,Portland,Clark,Vancouver,7432,1512,0.001988072,0.003984064,0.050729673,3764
2017/1/31,70394,LA,Houma,Lafourche,Raceland,7433,1148,0.00087184,-0.000870322,-0.052023121,4485
2017/1/31,19056,PA,Philadelphia,Bucks,Levittown,7434,1715,0.007046389,0.010606953,0.017200474,4341
2017/1/31,60191,IL,Chicago,Du Page,Wood Dale,7435,1760,0.007441328,0.012658228,0.029239766,5568
2017/1/31,47620,IN,Evansville,Posey,Mount Vernon,7436,969,-0.004110997,-0.006153846,0.008324662,4843
2017/1/31,76207,TX,Dallas-Fort Worth,Denton,Denton,7437,1596,-0.000626174,0.001254705,0.003773585,4172
2017/1/31,1835,MA,Boston,Essex,Haverhill,7438,1817,0.002206288,0.016787913,0.035327635,4691
2017/1/31,68776,NE,Sioux City,Dakota,South Sioux City,7439,1120,0,-0.005328597,0.028466483,2928
2017/1/31,99611,AK,,Kenai Peninsula,Kenai,7440,1350,-0.016034985,-0.05130007,-0.049295775,4116
2017/1/31,8736,NJ,New York,Monmouth,Manasquan,7441,2670,0.009833585,0.038102644,0.024558711,5827
2017/1/31,66112,KS,Kansas City,Wyandotte,Kansas City,7442,907,-0.004390779,-0.017334778,0.011148272,3637
2017/1/31,31032,GA,Macon,Jones,Gray,7443,1065,0.001881468,0.006616257,0.00756859,4511
2017/1/31,49079,MI,Kalamazoo,Van Buren,Paw Paw,7444,1096,0.004582951,0.005504587,0.02238806,4806
2017/1/31,67220,KS,Wichita,Sedgwick,Wichita,7445,1173,-0.00255102,-0.012626263,-0.057073955,4404
2017/1/31,19522,PA,Reading,Berks,Fleetwood,7446,1344,-0.01754386,-0.044776119,-0.025380711,4027
2017/1/31,92845,CA,Los Angeles-Long Beach-Anaheim,Orange,Garden Grove,7447,2797,0.001432152,0.005753326,0.089174455,5498
2017/1/31,70814,LA,Baton Rouge,East Baton Rouge,Baton Rouge,7448,1259,0.027755102,0.054438861,0.037067545,4827
2017/1/31,44141,OH,Cleveland,Cuyahoga,Brecksville,7449,1987,-0.00251004,-0.012425447,-0.024066798,5421
2017/1/31,6812,CT,Stamford,Fairfield,New Fairfield,7450,2198,-0.009017133,-0.024411895,-0.016994633,5614
2017/1/31,14843,NY,Corning,Steuben,Hornell,7451,1137,-0.022355976,-0.013876843,-0.072593801,4097
2017/1/31,29601,SC,Greenville,Greenville,Greenville,7452,1289,-0.011503067,-0.027169811,-0.019771863,4213
2017/1/31,67301,KS,Coffeyville,Montgomery,Independence,7453,694,0.001443001,-0.029370629,-0.034770515,4850
2017/1/31,78015,TX,San Antonio,Bexar,Fair Oaks Ranch,7454,2639,0.009563887,0.02247191,-0.015665796,5125
2017/1/31,15219,PA,Pittsburgh,Allegheny,Pittsburgh,7455,1160,0,0.009573542,0.081081081,3364
2017/1/31,88260,NM,Hobbs,Lea,Lovington,7456,924,-0.001081081,-0.008583691,-0.010706638,4760
2017/1/31,1850,MA,Boston,Middlesex,Lowell,7457,1919,0.002088773,0.006292606,0.072666294,3777
2017/1/31,28315,NC,Pinehurst-Southern Pines,Moore,Aberdeen,7458,1213,0.005804312,0.010833333,-0.043375394,3229
2017/1/31,55376,MN,Minneapolis-St Paul,Wright,Saint Michael,7459,1667,-0.004776119,-0.002990431,0.08883083,5469
2017/1/31,14619,NY,Rochester,Monroe,Rochester,7460,1011,-0.008823529,0.001982161,-0.042613636,4749
2017/1/31,36541,AL,Mobile,Mobile,Grand Bay,7461,966,0.003115265,0.002074689,-0.048275862,4108
2017/1/31,10601,NY,New York,Westchester,White Plains,7462,2481,-0.002813505,-0.008393285,0.000403226,2430
2017/1/31,1331,MA,Worcester,Worcester,Town of Athol,7463,1318,0.001519757,0.028883685,0.080327869,4763
2017/1/31,29936,SC,Hilton Head Island,Jasper,Ridgeland,7464,1171,-0.003404255,-0.01097973,0,3129
2017/1/31,15209,PA,Pittsburgh,Allegheny,Shaler Township,7465,1195,0.003358522,0.004201681,-0.009121061,5339
2017/1/31,7446,NJ,New York,Bergen,Ramsey,7466,2709,0.000738825,-0.001474383,-0.019188993,5545
2017/1/31,77651,TX,Beaumont,Jefferson,Port Neches,7467,1390,0.002162942,0.009440813,0.04197901,4986
2017/1/31,15215,PA,Pittsburgh,Allegheny,O'Hara Township,7468,1407,-0.001419446,0,-0.011243851,4909
2017/1/31,5602,VT,Barre,Washington,Montpelier,7469,1511,-0.00982962,-0.023901809,-0.029543995,4033
